title,location,price,agent
2 Bedroom Flat & Apartment,  Naivasha Road,7750000,landmark-realtors-ltd
3 Bedroom Flat & Apartment,  Rhapta Road,23000000,coralinternational-ltd
3 Bedroom Flat & Apartment,  General Mathenge,35000000,fit-property
4 Bedroom Flat & Apartment,  Othaya Road,23500000,yellow-market
3 Bedroom Flat & Apartment,  Valley Arcade,18000000,urban-green-realty-limited
3 Bedroom Flat & Apartment,  Naivasha Road,9000000,canaan-properties
6 Bedroom House,  Karen,75000000,universe-villas
3 Bedroom Flat & Apartment,  Parklands,15000000,urban-green-realty-limited
4 Bedroom Townhouse,  Lavington,60000000,sky-limits-ventures
4 Bedroom Flat & Apartment,  Lavington,20000000,prudential-green-ville
3 Bedroom Flat & Apartment,  Kinoo Stage,11500000,gna-real-estate
3 Bedroom Flat & Apartment,  Kileleshwa,16000000,splendor-holdings
Flat & Apartment,  Denis Pritt Road,10000000,rashford-properties
2 Bedroom Flat & Apartment,  Mugoiri Road,10600000,gna-real-estate
3 Bedroom Flat & Apartment,  Brookside,22000000,jabemu-property-development
2 Bedroom Flat & Apartment,  Brookside,16500000,coralinternational-ltd
4 Bedroom Flat & Apartment,  Argwings Kodhek Road,32000000,paradigm-homes
3 Bedroom Flat & Apartment,  Off Riverside Drive,43000000,the-houswitch-haven-ltd
3 Bedroom Flat & Apartment,  Kilimani,10000000,apollo-properties-limited
2 Bedroom Flat & Apartment,  Mogotio Road,13000000,paradigm-homes
3 Bedroom Flat & Apartment,  Thika Road,18000000,pam-golding-properties
3 Bedroom Flat & Apartment,  General Mathenge Drive,40000000,coralinternational-ltd
4 Bedroom Flat & Apartment,  Riverside Drive ,65000000,sky-limits-ventures
2 Bedroom Flat & Apartment,  Kilimani,11500000,sky-limits-ventures
3 Bedroom Flat & Apartment,  Cabral Paved Drive,25000000,paradigm-homes
Flat & Apartment,  Kilimani,7500000,apollo-properties-limited
3 Bedroom Flat & Apartment,  Kilimani,23500000,prudential-green-ville
3 Bedroom Flat & Apartment,  Lavington,18000000,prudential-green-ville
4 Bedroom Flat & Apartment,  Othaya Road,21500000,paradigm-homes
4 Bedroom House,  Kitusuru Road,240000000,fit-property
2 Bedroom Flat & Apartment,  Fourways Junction,12000000,coralinternational-ltd
3 Bedroom Flat & Apartment,  Kilimani,14950000,canaan-properties
2 Bedroom Flat & Apartment,  Lavington,14000000,landmark-realtors-ltd
4 Bedroom Flat & Apartment,  Brookside Peaks,28000000,coralinternational-ltd
4 Bedroom Flat & Apartment,  Riara Road,25000000,paradigm-homes
3 Bedroom Flat & Apartment,  Rivercrest,15500000,coralinternational-ltd
3 Bedroom Flat & Apartment,  Kirichwa Road,24000000,paradigm-homes
2 Bedroom Flat & Apartment,  Prestigious Ventures Apartments ,5000000,royani-properties-limited
3 Bedroom Flat & Apartment,  Kindaruma Rd,14590000,sky-limits-ventures
3 Bedroom Flat & Apartment,  Argwings Kodhek ,21000000,candour-properties-kenya-limited
3 Bedroom Flat & Apartment,  Rhapta Road,27000000,pam-golding-properties
3 Bedroom Flat & Apartment,  Parklands,17500000,rescom-ventures-ltd
3 Bedroom Flat & Apartment,  Riara Road,22000000,paradigm-homes
4 Bedroom House,  Summerfield Estate,37000000,royani-properties-limited
4 Bedroom Flat & Apartment,  Githunguri Close,26000000,pam-golding-properties
3 Bedroom Flat & Apartment,  Kilimani Road,12500000,paradigm-homes
3 Bedroom Flat & Apartment,  Donyo Sabuk Road,30000000,paradigm-homes
3 Bedroom Flat & Apartment,  Riverside,45000000,sky-limits-ventures
3 Bedroom Flat & Apartment,  East Church Road,18500000,pam-golding-properties
4 Bedroom Flat & Apartment,  Othaya Road,21000000,absolute-estate-agents
3 Bedroom Flat & Apartment,  Elgeyo Marakwet Rd,16000000,paradigm-homes
3 Bedroom Flat & Apartment,  Dennis Pritt Road,16000000,pam-golding-properties
4 Bedroom Flat & Apartment,  Kilimani Road,26000000,paradigm-homes
4 Bedroom Flat & Apartment,  Kingara Road,20000000,paradigm-homes
2 Bedroom Flat & Apartment,  Ojijo Road,16500000,paradigm-homes
3 Bedroom Flat & Apartment,  Crescent Road,21000000,pam-golding-properties
3 Bedroom Flat & Apartment,  Mwingi Road,29000000,pam-golding-properties
3 Bedroom Flat & Apartment,  Siaya Rd,28000000,pam-golding-properties
5 Bedroom Townhouse,  Lavington Green,68000000,lavingtonmanagement
3 Bedroom Flat & Apartment,  Kileleshwa,23000000,pam-golding-properties
4 Bedroom Flat & Apartment,  Riverside,45000000,azizi-realtors
3 Bedroom Flat & Apartment,  Gichugu Road,28000000,pam-golding-properties
5 Bedroom Townhouse,  Loresho,105000000,eden-height-realty
2 Bedroom Flat & Apartment,  Suguta Road,15000000,pam-golding-properties
3 Bedroom Flat & Apartment,  Mwingi Road,25500000,pam-golding-properties
Flat & Apartment,  Kileleshwa,3600000,splendor-holdings
5 Bedroom Townhouse,  Karen,85000000,twinrocks-property-managers
4 Bedroom Townhouse,  Kitisuru,190000000,jubilee-real-estate
4 Bedroom Townhouse,  Karen,78000000,pam-golding-properties
5 Bedroom Townhouse,  Kerarapon,70000000,sky-limits-ventures
2 Bedroom Flat & Apartment,  Kileleshwa,13000000,prince-capital-properties-ltd
4 Bedroom Flat & Apartment,  Kileleshwa,37000000,eden-height-realty
4 Bedroom House,  Kiambu Road,35000000,the-houswitch-haven-ltd
2 Bedroom Flat & Apartment,  Kileleshwa,16999999,splendor-holdings
3 Bedroom Flat & Apartment,  Off Dennis Prit Road,27000000,the-houswitch-haven-ltd
3 Bedroom Flat & Apartment,  Kileleshwa,17500000,capstone-properties
4 Bedroom Townhouse,  Masai Lane,88000000,twinrocks-property-managers
5 Bedroom Townhouse,  Mbaazi Avenue ,45000000,lavingtonmanagement
5 Bedroom Townhouse,  Convert Drive,55000000,paradigm-homes
4 Bedroom House,  Kauria Road,65000000,lavingtonmanagement
2 Bedroom Flat & Apartment,  Parklands,15000000,falcon-sight-properties
5 Bedroom Townhouse,  Miotoni West Road,83000000,twinrocks-property-managers
5 Bedroom Townhouse,  Nyari,90000000,canaan-properties
4 Bedroom House,  Karen,70000000,tidetwo-enterprises
5 Bedroom House,  Karen,85000000,the-houswitch-haven-ltd
4 Bedroom House,  Nyari,95000000,royani-properties-limited
4 Bedroom House,  Kahawa Sukari,20000000,jestrim-properties
5 Bedroom Flat & Apartment,  Spring Valley,85000000,coralinternational-ltd
House,  Gigiri,120000000,candour-properties-kenya-limited
3 Bedroom Townhouse,  Parklands,21000000,coralinternational-ltd
3 Bedroom House,  Edenville Estate,27000000,royani-properties-limited
5 Bedroom Townhouse,  Brookside Drive,53000000,pam-golding-properties
3 Bedroom Flat & Apartment,  Kilimani,15300000,paradigm-homes
5 Bedroom Townhouse,  Karen,120000000,own-it-kenya
5 Bedroom Townhouse,  Karen,66000000,twinrocks-property-managers
3 Bedroom Flat & Apartment,  General Mathenge,23000000,pam-golding-properties
3 Bedroom Flat & Apartment,  Riara Road,19000000,canaan-properties
5 Bedroom House,  Sungura Road,38000000,the-houswitch-haven-ltd
5 Bedroom House,  Mwingi Rd,170000000,lavingtonmanagement
5 Bedroom Townhouse,  Kileleshwa,64000000,sky-limits-ventures
2 Bedroom Flat & Apartment,  Riara Road,13000000,paradigm-homes
4 Bedroom House,  Hatheru Road,45000000,tysons-limited
4 Bedroom House,  Mombasa Road,16500000,royani-properties-limited
4 Bedroom Townhouse,  Toto Lane,47000000,the-houswitch-haven-ltd
5 Bedroom Townhouse,  Mugumo Road,75000000,paradigm-homes
4 Bedroom Townhouse,  Lavington,50000000,own-it-kenya
4 Bedroom Flat & Apartment,  General Mathenge,45000000,pam-golding-properties
3 Bedroom Townhouse,  Riara Road,40000000,shingles-kenya-limited
Warehouse,  Mombasa Road,55000000,abec-real-estate
3 Bedroom Townhouse,  Sub zone,5000000,canaan-properties
4 Bedroom Townhouse,  Gathanju,49000000,lavingtonmanagement
5 Bedroom Townhouse,  Thika Road,35000000,landmark-realtors-ltd
4 Bedroom Flat & Apartment,  Ita Road - Parklands ,24500000,dunhill-consulting-limited
4 Bedroom Flat & Apartment,  Lavington,17000000,prince-classic-homes
4 Bedroom House,  Riara Road,40000000,pam-golding-properties
3 Bedroom Flat & Apartment,  Thika Road,28000000,pam-golding-properties
5 Bedroom Townhouse,  Kyuna,95000000,halifax-estate-agency
3 Bedroom Flat & Apartment,  Ngong Road,16000000,canaan-properties
4 Bedroom House,  Kigwa Ridge,125000000,fit-property
3 Bedroom Flat & Apartment,  Valley Arcade,15000000,canaan-properties
6 Bedroom House,  Runda,200000000,the-houswitch-haven-ltd
4 Bedroom Flat & Apartment,  Donyo Sabuk Lane,38000000,pam-golding-properties
4 Bedroom Townhouse,  Kasuku Close,90000000,twinrocks-property-managers
5 Bedroom Townhouse,  Kaputei Gardens,65000000,sky-limits-ventures
5 Bedroom Townhouse,  Ndoto Road,70000000,the-houswitch-haven-ltd
5 Bedroom Townhouse,  Lower Kabete,110000000,coralinternational-ltd
3 Bedroom Flat & Apartment,  Westlands Area,27000000,paradigm-homes
4 Bedroom Flat & Apartment,  Kileleshwa,17500000,prudential-green-ville
5 Bedroom Townhouse,  Karen,85000000,landmark-realtors-ltd
4 Bedroom House,  Getathuru Road,90000000,the-houswitch-haven-ltd
5 Bedroom House,  Riverside Drive,60000000,fit-property
3 Bedroom Townhouse,  Kitisuru,6500000,azizi-realtors
5 Bedroom Townhouse,  Lavington,75000000,paradigm-homes
3 Bedroom Flat & Apartment,  Thika Road,25000000,pam-golding-properties
5 Bedroom House,  Runda,85000000,pam-golding-properties
3 Bedroom Flat & Apartment,  Gatundu Close,23000000,pam-golding-properties
5 Bedroom Bungalow,  Nyari,115000000,coralinternational-ltd
3 Bedroom Flat & Apartment,  Ngong Road,13700000,tysons-limited
3 Bedroom Flat & Apartment,  Kilimani,10999999,splendor-holdings
2 Bedroom Flat & Apartment,  Peponi Road,19500000,coralinternational-ltd
3 Bedroom Flat & Apartment,  Kileleshwa,17500000,sky-limits-ventures
3 Bedroom Flat & Apartment,  Ngong Road,13000000,canaan-properties
2 Bedroom Flat & Apartment,  Dennis Pritt,24550000,sky-limits-ventures
3 Bedroom Flat & Apartment,  Kileleshwa,17500000,serene-homes
3 Bedroom House,  Kiambu Road,29000000,pam-golding-properties
4 Bedroom Flat & Apartment,  Dennis Pritt,75500000,sky-limits-ventures
4 Bedroom Flat & Apartment,  Githuri Road,28000000,pam-golding-properties
8 Bedroom House,  Un Crescent,145000000,fit-property
3 Bedroom Flat & Apartment,  Kilimani,35000000,paradigm-homes
3 Bedroom Flat & Apartment,  Rhapta Road,18500000,coralinternational-ltd
4 Bedroom Flat & Apartment,  General Mathenge Drive,90000000,fit-property
Flat & Apartment,  Othaya Rd,3600000,sky-limits-ventures
5 Bedroom House,  Muhugu Park ,70000000,urban-green-realty-limited
2 Bedroom Flat & Apartment,  Kileleshwa,15000000,eden-height-realty
3 Bedroom Flat & Apartment,  Riverside,45000000,paradigm-homes
5 Bedroom Townhouse,  Lavington,50000000,urban-green-realty-limited
4 Bedroom Flat & Apartment,  Othaya Road,25000000,bright-homes-management
5 Bedroom Townhouse,  Miotoni ,120000000,sky-limits-ventures
4 Bedroom Flat & Apartment,  Parklands,23950000,pam-golding-properties
3 Bedroom Flat & Apartment,  Argwings Kodhek,32000000,pam-golding-properties
4 Bedroom Flat & Apartment,  Off Raphta Road,20000000,pam-golding-properties
5 Bedroom Bungalow,  Spring Valley,60000000,paradigm-homes
Office,  Parklands Road,11500,coralinternational-ltd
3 Bedroom Flat & Apartment,  Westlands Area,27000000,paradigm-homes
2 Bedroom House,  Muthaiga Rise,165000000,pam-golding-properties
5 Bedroom House,  Nyari,95000000,the-houswitch-haven-ltd
3 Bedroom House,  Chalbi Drive,160000000,pam-golding-properties
3 Bedroom Townhouse,  6Th Parklands Avenue - Taza Lane ,13000000,dunhill-consulting-limited
4 Bedroom House,  Kabarsiran Avenue,39000000,pam-golding-properties
3 Bedroom Flat & Apartment,  Mpaka Road,28000000,coralinternational-ltd
3 Bedroom House,  Buruburu,8500000,canaan-properties
5 Bedroom House,  Off Dagoretti Road,105000000,the-houswitch-haven-ltd
Studio,  Kirinyaga Road,3000000,rescom-ventures-ltd
5 Bedroom House,  Nandi Road,160000000,the-houswitch-haven-ltd
4 Bedroom House,  Runda,79000000,abec-real-estate
4 Bedroom House,  Off Mombasa Road Road,26000000,pam-golding-properties
5 Bedroom House,  Kirawa Road,52000000,the-houswitch-haven-ltd
4 Bedroom Flat & Apartment,  General Mathenge Road,75000000,arcade-ventures-properties
4 Bedroom Flat & Apartment,  Lavington,34000000,gna-real-estate
3 Bedroom Flat & Apartment,  Kikambala Road,31000000,fit-property
6 Bedroom House,  Kirawa Road,140000000,dunhill-consulting-limited
4 Bedroom House,  Redhill Road,130000000,pam-golding-properties
5 Bedroom House,  Runda,70000000,pam-golding-properties
5 Bedroom House,  Five Star Road,18500000,pam-golding-properties
3 Bedroom Flat & Apartment,  General Mathenge Lane,18500000,coralinternational-ltd
Office,  Upper Hill,19500000,pam-golding-properties
4 Bedroom House,  Karen,55000000,pam-golding-properties
Commercial Property,  Westlands Area,8500,signature-africa
4 Bedroom House,  Mushroom Road,69000000,coralinternational-ltd
4 Bedroom House,  Miotoni Road,120000000,the-houswitch-haven-ltd
5 Bedroom Townhouse,  Garden Close ,69900000,rescom-ventures-ltd
2 Bedroom House,  Riara Road,13000000,canaan-properties
3 Bedroom Flat & Apartment,  Ngong Road,9500000,edlon-group-limited
3 Bedroom Flat & Apartment,  Hurlingham,27000000,coralinternational-ltd
5 Bedroom Townhouse,  Kyuna Road,62000000,coralinternational-ltd
4 Bedroom House,  Karen,70000000,shingles-kenya-limited
3 Bedroom Flat & Apartment,  Kikambala Road,27000000,fit-property
3 Bedroom Flat & Apartment,  Thika Road,24000000,pam-golding-properties
3 Bedroom Flat & Apartment,  Riverside,22000000,pam-golding-properties
3 Bedroom Flat & Apartment,  Second Parklands,36000000,pam-golding-properties
3 Bedroom Flat & Apartment,  Lavington,25000000,paradigm-homes
3 Bedroom Flat & Apartment,  6Th Parklands,44000000,pam-golding-properties
4 Bedroom Flat & Apartment,  Kileleshwa,26000000,paradigm-homes
3 Bedroom Flat & Apartment,  Ole Kejuodo Rd,19000000,pam-golding-properties
3 Bedroom Flat & Apartment,  Kiambu Road,15500000,canaan-properties
5 Bedroom Townhouse,  Ibis Drive,300000000,fit-property
3 Bedroom Flat & Apartment,  General Mathenge Drive ,25000000,dunhill-consulting-limited
3 Bedroom Flat & Apartment,  Dennis Pritt Road,23000000,arcade-ventures-properties
3 Bedroom Flat & Apartment,  Kilimani,15000000,pam-golding-properties
3 Bedroom Flat & Apartment,  Othaya Road ,24000000,own-it-kenya
3 Bedroom Townhouse,  Runda,29000000,azizi-realtors
3 Bedroom Flat & Apartment,  Nyando Rd,26000000,pam-golding-properties
6 Bedroom House,  Lavington,350000000,pam-golding-properties
3 Bedroom Flat & Apartment,  Westlands Area,22000000,pam-golding-properties
2 Bedroom Flat & Apartment,  Garden City,21000000,pam-golding-properties
3 Bedroom Flat & Apartment,  Tabere Crescent,24000000,pam-golding-properties
3 Bedroom Flat & Apartment,  Mwingi Road,26000000,pam-golding-properties
3 Bedroom Flat & Apartment,  Hatheru Road,15500000,coralinternational-ltd
3 Bedroom Bungalow,  Thika Road,3500000,arthi-africa-homes
6 Bedroom House,  Gigiri,130000000,pam-golding-properties
3 Bedroom Flat & Apartment,  Kilimani,20000000,paradigm-homes
4 Bedroom Townhouse,  Gardenia Drive,82000000,azizi-realtors
3 Bedroom Flat & Apartment,  Gatundu Road,13500000,canaan-properties
4 Bedroom Flat & Apartment,  Githunguri Road,24500000,pam-golding-properties
2 Bedroom Flat & Apartment,  Lavington,13000000,paradigm-homes
3 Bedroom Flat & Apartment,  General Mathenge Drive,27000000,pam-golding-properties
3 Bedroom Flat & Apartment,  Westlands Pride Apartments,15800000,symonns-realty
4 Bedroom Flat & Apartment,  Raphta Road,26500000,pam-golding-properties
3 Bedroom Flat & Apartment,  Lavington,17500000,paradigm-homes
5 Bedroom House,  Coffee Garden Drive,125000000,pam-golding-properties
3 Bedroom Flat & Apartment,  4Th Parklands,14900000,pam-golding-properties
3 Bedroom Flat & Apartment,  Kileleshwa,21000000,paradigm-homes
6 Bedroom House,  Gigiri,90000000,pam-golding-properties
4 Bedroom Townhouse,  Kirawa Road,165000000,coralinternational-ltd
2 Bedroom Flat & Apartment,  Westlands Area,15800000,pam-golding-properties
3 Bedroom Flat & Apartment,  Laikipia Road,20000000,pam-golding-properties
3 Bedroom Flat & Apartment,  Othaya Road,23900000,canaan-properties
2 Bedroom Flat & Apartment,  Westlands Area,10500000,pam-golding-properties
2 Bedroom Flat & Apartment,  Kileleshwa,16000000,paradigm-homes
3 Bedroom Flat & Apartment,  Laikipia Road,19000000,pam-golding-properties
4 Bedroom Townhouse,  Brookside Gardens,50000000,coralinternational-ltd
3 Bedroom Flat & Apartment,  Kilimani,17900000,paradigm-homes
3 Bedroom Flat & Apartment,  Mugoiri Road,18000000,canaan-properties
3 Bedroom Flat & Apartment,  Kilimani,23500000,paradigm-homes
3 Bedroom Flat & Apartment,  Pefa Church,17000000,gna-real-estate
3 Bedroom Flat & Apartment,  Githunguri Road,17000000,pam-golding-properties
4 Bedroom Flat & Apartment,  Kilimani,20000000,pam-golding-properties
4 Bedroom Flat & Apartment,  Parklands,26000000,pam-golding-properties
2 Bedroom Flat & Apartment,  Lavington,13000000,paradigm-homes
3 Bedroom Flat & Apartment,  Migori Rd,19000000,pam-golding-properties
2 Bedroom Flat & Apartment,  Naivasha Road,6500000,canaan-properties
3 Bedroom Flat & Apartment,  Kilimani,20000000,pam-golding-properties
3 Bedroom Flat & Apartment,  Wambugu Road,16500000,pam-golding-properties
